Date,District,Type of Event,Question and Remarks
20180801,AGRA,ACCIDENT,  Q: Can we take your valuable feedback on your registered event with UP100 P01081800602?   Ans: YES    Q: Are you satisfied with the immediate relief provided to address your issue?   Ans: Not Satisfied    Q: Please select the reason   Ans: No action taken by Police Station staff.    Q: Do you want to share any additional feedback?   Ans: NO    Comment: Ans:    Remark: Ans: PRV- Caller santusth hai PRV time par pahunch gayi thi aur caller ki puri sahayta kari. PS- Thane ki police se caller santusth nahi hai thane ki police ne caller ki koi sahayata nahi ki.   
20180801,ALLAHABAD,ACCIDENT,"  Q: Can we take your valuable feedback on your registered event with UP100 P01081801337?   Ans: YES    Q: Are you satisfied with the immediate relief provided to address your issue?   Ans: Not Satisfied    Q: Please select the reason   Ans: PRV did not reach at the place of event.    Q: Do you want to share any additional feedback?   Ans: NO    Comment: Ans:    Remark: Ans: caller ke anusar  mauke par koi police nhi aai thi caller ne 15 se 20 minute tak wait kiya tha ,,ghatna sathal par  ,,,,,,,or na hi police ka koi phone aya  tha ,,,,,,,,, "
20180801,KAUSHAMBI,ACCIDENT,  Q: Can we take your valuable feedback on your registered event with UP100 P01081802000?   Ans: YES    Q: Are you satisfied with the immediate relief provided to address your issue?   Ans: Not Satisfied    Q: Please select the reason   Ans: PRV staff asked the caller to go to police station on phone.    Q: Do you want to share any additional feedback?   Ans: NO    Comment: Ans:    Remark: Ans: UP 100 Ki Police ne Jo bhi karywahi Kari usse hum santusth nahi hai...100 n. ki police caller ko 4 din ke bad chauki bulye hai  caller santusht nahi hai   
20180801,KANPUR CITY,ACCIDENT,  Q: Can we take your valuable feedback on your registered event with UP100 P01081802650?   Ans: YES    Q: Are you satisfied with the immediate relief provided to address your issue?   Ans: Not Satisfied    Q: Please select the reason   Ans: PRV did not reach at the place of event.    Q: Do you want to share any additional feedback?   Ans: NO    Comment: Ans:    Remark: Ans: PRV.. (PRV Remarks)__ PRV No:- __ KNC0412 __....Caller Ghatanasthal par hi 60 mints se bhi jyada samay tak the lekin police nahi aayi thi. police ne kaha ki ye hamara kaam nahi hai lesa ka kaam hai mauke par police nahi pahunchi caller santust  nahi hai  
20180801,SONBHADRA,ACCIDENT,"  Q: Can we take your valuable feedback on your registered event with UP100 P01081804631?   Ans: YES    Q: Are you satisfied with the immediate relief provided to address your issue?   Ans: Not Satisfied    Q: Please select the reason   Ans: Misbehaviour by the PRV staff.    Q: Do you want to share any additional feedback?   Ans: NO    Comment: Ans:    Remark: Ans: 100 no. ki police ne mauke par pahuch kar caller se duvyavhar kiya tha ,, caller police ke vyavhar se santusht nahi hai   "
20180721,HAMIRPUR,FEMALE SEXUAL HARRASSMENT,"  Q: Can we take your valuable feedback on your registered event with UP100 P21071804188?   Ans: YES    Q: Are you satisfied with the immediate relief provided to address your issue?   Ans: Not Satisfied    Q: Please select the reason   Ans: Others    Comment: Ans:    Remark: Ans:    Caller_Santusht nahi _hai,   PRV time par pahuch gayi thi, police ne kuchh nahi kiya tha  "
20180801,GHAZIABAD,ACCIDENT,  Q: Can we take your valuable feedback on your registered event with UP100 P01081805919?   Ans: YES    Q: Are you satisfied with the immediate relief provided to address your issue?   Ans: Not Satisfied    Q: Please select the reason   Ans: PRV staff asked the caller to go to police station on phone.    Q: Do you want to share any additional feedback?   Ans: NO    Comment: Ans:    Remark: Ans: UP 100 Ki police aayi to thi lekin unhone koi karyawahi nahi kari. 100 number  ki police ne caller ko thane par jane ko bola tha or caller thane pr koi sahayata nahi. Caller Police Station gaye lekin unki koi bhi sahayta nahi kari gai.  
20180713,FATEHPUR,DOMESTIC VIOLENCE,"  Q: Can we take your valuable feedback on your registered event with UP100 P13071810356?   Ans: YES    Q: Are you satisfied with the immediate relief provided to address your issue?   Ans: Not Satisfied    Q: Please select the reason   Ans: Others    Comment: Ans:    Remark: Ans:    Caller_Santusht_nahi  hai,   PRV time par pahuch gayi thi, koi sahayata nahi kari hai ,  "
20180801,RAEBARELI,ACCIDENT,  Q: Can we take your valuable feedback on your registered event with UP100 P01081806280?   Ans: YES    Q: Are you satisfied with the immediate relief provided to address your issue?   Ans: Not Satisfied    Q: Please select the reason   Ans: PRV staff asked the caller to go to police station on phone.    Q: Do you want to share any additional feedback?   Ans: NO    Comment: Ans:    Remark: Ans: UP 100 Ki police aayi to thi lekin unhone koi karyawahi nahi kari.  
20180815,AZAMGARH,ENCROACHMENT,"  Q: Can we take your valuable feedback on your registered event with UP100 P15081804431?   Ans: YES    Q: Are you satisfied with the immediate relief provided to address your issue?   Ans: Not Satisfied    Q: Please select the reason   Ans: Others    Comment: Ans:    Remark: Ans:    Caller_Santusht_nahi hai ,   caller ka kahna hai koi karwahi nahi hoti hai 100 nmbr ka koi matlab nahi hai ,   caller Disconnected the call "
20180825,LUCKNOW,ACCIDENT,"  Q: Can we take your valuable feedback on your registered event with UP100 P25081802857?   Ans: YES    Q: Are you satisfied with the immediate relief provided to address your issue?   Ans: Not Satisfied    Q: Please select the reason   Ans: Others    Comment: Ans:    Remark: Ans:    Caller_Santusht_nahi hai ,  PRV time par pahuch gayi thi ,  police aai thi  magar koi karwahi nahi hui hai ,  DM ko jankari de hai koi response nahi mila hai ,building ke pattar malwa roz girta hai koi action nahi liya jata hai , SO bhi aaye the ,,  "
20180801,JALAUN,ACCIDENT,  Q: Can we take your valuable feedback on your registered event with UP100 P01081807448?   Ans: YES    Q: Are you satisfied with the immediate relief provided to address your issue?   Ans: Not Satisfied    Q: Please select the reason   Ans: No action taken by Police Station staff.    Comment: Ans:    Remark: Ans: PRV UP 100 Ki police aayi to thi lekin unhone koi karyawahi nahi kari.... PS mauke par thane ki police bhi thi lekin unki koi bhi sahayta nahi kari gai.   
20180717,VARANASI,THEFT,"  Q: Can we take your valuable feedback on your registered event with UP100 P17071811463?   Ans: YES    Q: Are you satisfied with the immediate relief provided to address your issue?   Ans: Not Satisfied    Q: Please select the reason   Ans: Others    Comment: Ans:    Remark: Ans:    Caller_Santusht_nahi hai,   25 min baad aai thi dekh kar chale gaye the ,  caller dwara khud talaashi li gai thi , caller ka kahna hai koi pakda nahi gaya tha , daily aa rahe hai chor ,  "
20180801,JHANSI,ACCIDENT,  Q: Can we take your valuable feedback on your registered event with UP100 P01081809333?   Ans: YES    Q: Are you satisfied with the immediate relief provided to address your issue?   Ans: Not Satisfied    Q: Please select the reason   Ans: No action taken by Police Station staff.    Q: Do you want to share any additional feedback?   Ans: -1    Comment: Ans:    Remark: Ans: PS Caller Police Station gaye lekin unki koi bhi sahayta nahi kari gai. PRV ki sahayata se santusht hai caller 5 minute wait karne ke bad caller thane chala gaya tha wahi par 100 no ki police aa gayi thi ..    
20180702,GORAKHPUR,DOWRY RELATED CRIME,"  Q: Can we take your valuable feedback on your registered event with UP100 P02071804355?   Ans: YES    Q: Are you satisfied with the immediate relief provided to address your issue?   Ans: Not Satisfied    Q: Please select the reason   Ans: Others    Comment: Ans:    Remark: Ans:    Caller_Santusht_nahi hai,   PRV time par pahuch gayi thi,  karwahi se santust nahi hai , police jane ke baad ghar me jhagra huwa hai maike aa gai hai ,  "
20180502,AGRA,ACCIDENT,  Q: Can we take your valuable feedback on your registered event with UP100 P02051800016?   Ans: YES    Q: Are you satisfied with the immediate relief provided to address your issue?   Ans: Not Satisfied    Q: Please select the reason   Ans: PRV staff demanding money from caller.    Q: Do you want to share any additional feedback?   Ans: NO    Comment: Ans:    Remark: Ans: UP 100 Ki Police ne Jo bhi karywahi Kari usse hum santusth nahi hai.... UP 100 ki police aayi thi lekin unhone caller se paise liye hai...or bipachhi ko bhi paise dilaye or sahi se bat bhi nahi kari ..........   
20180502,JALAUN,ACCIDENT,  Q: Can we take your valuable feedback on your registered event with UP100 P02051800503?   Ans: YES    Q: Are you satisfied with the immediate relief provided to address your issue?   Ans: Not Satisfied    Q: Please select the reason   Ans: PRV did not reach at the place of event.    Q: Do you want to share any additional feedback?   Ans: NO    Comment: Ans:    Remark: Ans: Caller Wait 012 Hrs police ka intjar kiya lekin _police nahi pahuchi thi   
20180502,GAUTAM B. NAGAR,ACCIDENT,"  Q: Can we take your valuable feedback on your registered event with UP100 P02051801126?   Ans: YES    Q: Are you satisfied with the immediate relief provided to address your issue?   Ans: Not Satisfied    Q: Please select the reason   Ans: No action taken by Police Station staff.    Q: Do you want to share any additional feedback?   Ans: NO    Comment: Ans:    Remark: Ans: THANA --- sec-20  thane  se caller santust nahi hai ,,thana pass me tha   thane par  police ne kaha  ki pahle FIR likhao phir  help karege,,,, ,thane ki police ne help nahi ki,,, 100 no. ki police sahayta  se  caller santust hai  "
20180712,KAUSHAMBI,THEFT,"  Q: Can we take your valuable feedback on your registered event with UP100 P12071801227?   Ans: YES    Q: Are you satisfied with the immediate relief provided to address your issue?   Ans: Not Satisfied    Q: Please select the reason   Ans: Others    Comment: Ans:    Remark: Ans:    Caller_Santusht_nahi hai,   PRV time par pahuch gayi thi,  ladka ko pagal ghoshit kar diya gaya tha logo dwara , mobile tod kar wapas kiya hai , bhag nikla hai koi action nahi liya gaya tha , mobile ka kharacha nahi dilaya gaya tha , jabki wo pagal nahi hai , aksar choriya kiya karta hai ,  "
20180502,AGRA,ACCIDENT,  Q: Can we take your valuable feedback on your registered event with UP100 P02051801266?   Ans: YES    Q: Are you satisfied with the immediate relief provided to address your issue?   Ans: Not Satisfied    Q: Please select the reason   Ans: No action taken by Police Station staff.    Q: Do you want to share any additional feedback?   Ans: NO    Comment: Ans:    Remark: Ans: Caller Police Station gaye lekin unki koi bhi sahayta nahi kari gai...up 100 ki police se santusht hain..thane se koi karywahi nahi ho rahi hai  
20180710,BULANDSHAHR,MISSING,"  Q: Can we take your valuable feedback on your registered event with UP100 P10071808017?   Ans: YES    Q: Are you satisfied with the immediate relief provided to address your issue?   Ans: Not Satisfied    Q: Please select the reason   Ans: Others    Comment: Ans:    Remark: Ans:    Caller_Santusht_nahi hai,   PRV time par pahuch gayi thi,  muljim ko gaon mehi chhor diya gaya tha thana tak nahi le gaye the ,  "
20180719,BALLIA,DOMESTIC VIOLENCE,"  Q: Can we take your valuable feedback on your registered event with UP100 P19071805083?   Ans: YES    Q: Are you satisfied with the immediate relief provided to address your issue?   Ans: Not Satisfied    Q: Please select the reason   Ans: Others    Comment: Ans:    Remark: Ans:    Caller_Santusht_nahi hai,   PRV time par pahuch gayi thi,  police ne kuchh nahi kiya , kah rahe the ek  jagah madhai daal ke raho , caller ke 2 makan hai , mangal sootra bhi nahi dilaya gaya tha ,  "
20180502,GORAKHPUR,ACCIDENT,  Q: Can we take your valuable feedback on your registered event with UP100 P02051801451?   Ans: YES    Q: Are you satisfied with the immediate relief provided to address your issue?   Ans: Not Satisfied    Q: Please select the reason   Ans: PRV staff asked the caller to go to police station on phone.    Q: Do you want to share any additional feedback?   Ans: NO    Comment: Ans:    Remark: Ans: Police aayi hi nahi aur caller ko phone par bola ki aap police station chale jaiye. caller ne kaha ki ghatna sthal say thana 5 minute ki duri pr hai  
20180724,GHAZIABAD,THEFT,"  Q: Can we take your valuable feedback on your registered event with UP100 P24071809269?   Ans: YES    Q: Are you satisfied with the immediate relief provided to address your issue?   Ans: Not Satisfied    Q: Please select the reason   Ans: Others    Comment: Ans:    Remark: Ans:    Caller_Santusht_nahi hai,   PRV time par pahuch gayi thi, caller ka kahna hai gadi milne ke bad satisfied honge  "
20180502,SIDDHARTH NAGAR,ACCIDENT,  Q: Can we take your valuable feedback on your registered event with UP100 P02051803070?   Ans: YES    Q: Are you satisfied with the immediate relief provided to address your issue?   Ans: Not Satisfied    Q: Please select the reason   Ans: PRV did not reach at the place of event.    Q: Do you want to share any additional feedback?   Ans: NO    Comment: Ans:    Remark: Ans: Caller Wait 01 Hrs_NO_ PRV.. (Event transfer to prv 1502)__ PRV No:- __1508__....PRV ki koi call hi nahi aayi thi.  
